domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
96. OSPF-TE and ISIS-TE include enhancements to traditional routing protocols OSPF and ISIS that have been standardized in the context of MPLS in order to (2616), , ,Enable the distribution of additional information (named constrained data) in support of constraint based routing, ,C,"Le estensioni TE (Traffic Engineering) per OSPF e ISIS aggiungono nuovi LSA/TLV per trasportare informazioni sulle risorse della rete (banda disponibile, colore dei link, ecc.), permettendo al CSPF (Constrained Shortest Path First) di calcolare percorsi che soddisfano specifici requisiti."
97. Le così dette soluzioni VPN (virtual private network) di accesso o virtual dial-up VPN attualmente più diffuse sono basate su: (1867), ,Tunnelling attraverso una rete IP., , ,B,"Le moderne ""Virtual Dial-up"" (accesso remoto) usano tunnel IP (come L2TP, PPTP, IPsec, SSL) su Internet a banda larga, simulando l'esperienza di una connessione diretta (dial-up) alla rete aziendale."
98. Handover è il meccanismo che permette di: (2181), ,gestire lo sgancio da una cella e il riaggancio ad una nuova, , ,B,Definizione base di Handover: il passaggio della responsabilità della connessione radio da una stazione base all'altra mentre l'utente è in movimento.
99. il fatto che una VPN offra accesso ad internet centralizzato implica che (2155), , ,i pacchetti inviati verso stazioni non appartenenti alla rete privata(cioè stazioni di internet) potrebbero seguire un percorso non ottimale sulla topologia fisica della rete, ,C,"Se tutto il traffico Internet delle sedi remote deve passare per il centro stella (VPN centralizzata) per uscire su Internet, si crea un percorso a ""trombone"" (tromboning). Un utente a Roma potrebbe dover andare a Milano (sede centrale) per accedere a un sito web il cui server è a Roma, un percorso inefficiente."
101. La procedura di Neighbor Discovery in IPv6 (1966),E' basata su un pacchetto ICMPv6 inviato in multicast, , , ,A,"Il Neighbor Discovery Protocol (NDP) di IPv6 sostituisce ARP e utilizza messaggi ICMPv6 inviati a specifici indirizzi multicast (Solicited-Node Multicast Address), evitando l'inefficienza del broadcast."
102. indirizzi global unicast aggregatable (1945), , ,Sono distribuiti geograficamente in modo gerarchico, ,C,Gli indirizzi Global Unicast sono assegnati secondo una gerarchia rigida (IANA -> RIR -> LIR/ISP -> End User) per permettere l'aggregazione delle rotte (CIDR) e contenere la dimensione delle tabelle di routing globale.
103. Lo stack protocollare dell'interfaccia radio si articola nei seguenti livelli (2195), , ,"MAC layer, RLC layer, RRC layer", ,C,"Nelle reti mobili (UMTS/LTE), l'interfaccia radio (livello 2) è composta dai sottolivelli MAC (Medium Access Control), RLC (Radio Link Control), PDCP e, per il controllo (livello 3), RRC (Radio Resource Control)."
104. L'importanza di MPLS (multi-protocol label switching) nelle reti odierne e future deriva dalla possibilità di (2033), ,Avere un unico piano di controllo per diverse tencologie di commutazione, , ,B,"La forza di MPLS (Multi-Protocol Label Switching) sta nel disaccoppiare il piano di controllo (IP Routing) dal piano dati (Label Swapping), permettendo di usare IP per gestire il forwarding su diverse tecnologie layer 2 (Ethernet, ATM, Frame Relay)."
105. li indirizzi in IPv6 di tipo Site Local (1957), ,Sono deprecati ma possono essere comunque usati, , ,B,"Gli indirizzi Site-Local (prefisso fec0::/10) sono stati formalmente deprecati dall'IETF a favore degli Unique Local Addresses (ULA), ma sono ancora presenti in alcune implementazioni legacy."
106. Nella connessione UMTS (2194), ,Non esiste più il riuso delle frequenze e non si hanno interferenze grazie all'utilizzo di codici diversi, , ,B,"L'UMTS utilizza la tecnologia W-CDMA (Code Division Multiple Access), dove tutti gli utenti trasmettono sulla stessa frequenza contemporaneamente. La separazione dei segnali avviene tramite codici ortogonali, eliminando il concetto di riuso di frequenza tipico del GSM (riuso = 1)."
107. redistribuzione nel contesto dei protocolli di routing consiste nel (2146), , ,"comunicare tramite un protocollo di routing route acquisite con un altro, per quanto questo risulti in una perdita di informazione", ,C,"La redistribuzione è il processo (eseguito su un router ASBR) che prende le rotte apprese da un protocollo (es. OSPF) e le inietta in un altro (es. BGP), spesso perdendo metriche specifiche originali."
109. DWDM è una tecnologia che permette di (2157), , ,multiplare/demultiplare segnali ottici a diverse lunghezze d'onda sulla stessa fibra, ,C,Il DWDM (Dense Wavelength Division Multiplexing) aumenta la capacità della fibra trasmettendo simultaneamente multipli segnali luminosi a diverse lunghezze d'onda (colori) sullo stesso filamento fisico.
111. L'architettura DiffServ è caratterizzata da: (1898),Un meccanismo per separare il traffico in classi ognuna delle quali può ricevere un servizio specifico in ogni nodo attraversato, , , ,A,"DiffServ (Differentiated Services) classifica e marca i pacchetti (campo DSCP) in classi di servizio aggregate. I router applicano policy di scheduling (PHB) differenziate per classe, senza gestire lo stato dei singoli flussi."
112. IPsec: (1953), , ,Ha problemi con soluzioni che usano il NAT, ,C,"IPsec (in particolare i protocolli AH o ESP in certe configurazioni) autentica o cifra l'header IP e il payload. Il NAT modifica l'indirizzo IP o la porta nell'header, invalidando i checksum di integrità di IPsec (rompendo la connessione se non si usa NAT-Traversal)."
"113. In riferimento agli Short Message Service (SMS), se il Mobile Terminal è off: (2192)","la rete GSM informa la rete e memorizza il messaggio, che verrà inviato quando il MT diventa on", , , ,A,Il sistema SMS utilizza un approccio 'Store and Forward'. Il messaggio viene memorizzato nel SMSC (Short Message Service Center) e consegnato non appena il terminale destinatario si registra nuovamente sulla rete.
114. L'algoritmo di routing di tipo Distance Vector: (1917), , ,"è caratterizzato da una minore possibilità di fenomeni di ""Counting to Infinity"" in reti che non presentano maglie qualora si faccia uso della tecnica ""Split Horizon""", ,C,Lo Split Horizon ('non insegnare al tuo vicino una strada che hai imparato da lui') previene i loop di routing a due nodi e riduce il rischio di Count-to-Infinity in topologie semplici.
115. Cosa contraddistingue una VPN realizzata secondo uno schema overlay? (1941), , , ,Il gestore della rete non è al corrente che si sta realizzando una VPN,D,"Nelle VPN Overlay (tunneling puro gestito dal cliente, es. GRE o IPsec over Internet), il provider fornisce solo connettività IP di base e non partecipa al routing della VPN. Per il provider, i pacchetti VPN sono semplice traffico dati; la struttura logica della VPN è trasparente (invisibile) alla rete sottostante."
116. Si supponga l'esistenza di tre AS (Autonomous System) collegati sequenzialmente (A-B-C). Se l'AS intermedio B vuole impedire che la sua rete venga usato come transito da A verso C: (1928), , ,Deve impostare il mascheramento delle route verso A e una access list all'ingresso del suo dominio sui pacchetti provenienti da A e diretti a C, ,C,"Per evitare di agire come AS di transito, B non deve annunciare ad A le rotte per C (routing policy). Per sicurezza aggiuntiva, dovrebbe filtrare il traffico dati diretto a C proveniente da A."
117. Il pacchetto ICMPv6 Router Advertisement (1956), , ,Permette l'autoconfigurazione dei dispositivi senza l'utilizzo del protocollo DHCP, ,C,"Il messaggio Router Advertisement (RA), inviato periodicamente dai router, contiene il prefisso di rete. Gli host usano questa informazione per generare autonomamente il proprio indirizzo IPv6 globale (SLAAC), rendendo opzionale il DHCP."
118. Nella soluzione DS-Lite per la transizione IPV4-IPV6 (1958), , , ,La funzionalità del NAT è realizzata per tutti gli utenti su opportuni dispositivi dell'ISP,D,Dual-Stack Lite sposta il NAT IPv4 dalla casa dell'utente (CPE) alla rete dell'operatore (AFTR). Il CPE incapsula il traffico IPv4 privato in IPv6 e lo invia al NAT centralizzato dell'ISP.
119. Il protocollo IPv6 prevede che l'intestazione dei pacchetti IP: (1903), , ,Sia costituita solo da campi di lunghezza fissa che portano informazioni necessarie in ogni pacchetto, ,C,L'header IPv6 è stato semplificato per avere una lunghezza fissa (40 byte). Le opzioni e i campi variabili sono stati rimossi dall'header base e spostati negli 'Extension Headers' opzionali.
121. A network interface with both an IPv4 and an IPv6 address can receive: (2589),Both IPv4 and IPv6 packets, , , ,A,La configurazione 'Dual Stack' permette a un'interfaccia di avere attivi contemporaneamente entrambi i protocolli e di processare nativamente sia pacchetti IPv4 che pacchetti IPv6.
122. La principale limitazione del protocollo di routing RIP rispetto all'IGRP è che: (1931), ,"La metrica del RIP è meno indicativa, rispetto a quella dell'IGRP, del reale grado di preferibilità di un percorso di rete rispetto ad altri", , ,B,"RIP usa solo l'Hop Count (numero di salti) come metrica, il che può portare a scegliere percorsi lenti (es. 1 salto su link 56k) invece di veloci (es. 2 salti su link Gigabit). IGRP usa una metrica composta (banda, ritardo) più accurata."
"123. La modalità di funzionamento ""Tunnel mode"" di IPsec prevede che venga criptato (1961)", , ,"L'intestazione IP, l'intestazione TCP/UDP e il payload del pacchetto interno", ,C,"In Tunnel Mode, IPsec protegge l'intero pacchetto IP originale (incluso il suo header IP, header di trasporto e payload), incapsulandolo in un nuovo pacchetto IPsec."
124. La redistribuzione: (1924), , , ,è utilizzata per permettere il passaggio delle informazioni di routing da un dominio di routing A ad un dominio di routing B,D,"La redistribuzione (route redistribution) serve per importare le rotte imparate da una sorgente di routing (es. RIP, statica) all'interno di un altro protocollo di routing (es. OSPF), permettendo la comunicazione tra domini diversi."
125. Quale tra questi elementi rappresenta un notevole svantaggio nella tecnica del routing centralizzato? (1915), , , ,Criticità del nodo centrale dal punto di vista della robustezza e della scalabilità,D,"In un sistema centralizzato, un singolo nodo calcola tutte le rotte. Se questo nodo fallisce (Single Point of Failure) o si sovraccarica, l'intera rete si ferma."
"126. In Diffserv, una ""Classe di Servizio"" identifica: (1978)", ,"Un set di pacchetti che ricevono lo stesso trattamento da parte del router (ad esempio, tutto il traffico VoIP)", , ,B,Una Classe di Servizio (o Behavior Aggregate) raggruppa tutti i pacchetti (anche di flussi diversi) che hanno lo stesso valore DSCP e che quindi devono ricevere lo stesso trattamento di inoltro (es. stessa priorità) dai router.
127. LTE uses which channel access? (2151), , ,ofdma, ,C,"LTE (Long Term Evolution) utilizza OFDMA (Orthogonal Frequency Division Multiple Access) per il downlink, una tecnica che divide il canale in molte sottoportanti ortogonali per combattere l'interferenza e il fading."
128. Gli LSP (label switched path) nell'architettura MPLS (multi-protocol label switching) (1890), , , ,"Vengono creati (set up) per il trasporto di pacchetti appartenenti ad una classe di equivalenza di inoltro (forwarding equivalence class, FEC).",D,"L'LSP è il percorso unidirezionale creato attraverso la rete MPLS. Viene stabilito per trasportare una specifica FEC (un gruppo di pacchetti trattati allo stesso modo, es. stessa destinazione IP)."
129. DiffServ si differenzia da IntServ perché: (1876), , ,IntServ tende a fornire una garanzia su QoS che DiffServ non dà., ,C,"IntServ fornisce garanzie assolute (Hard QoS) per ogni singolo flusso tramite prenotazione di risorse. DiffServ fornisce garanzie relative (Soft QoS) per aggregati di traffico, risultando meno preciso ma molto più scalabile."
"130. La tecnica di ""Split Horizon"": (1919)", ,"Prevede che un prefisso non venga annunciato al vicino che rappresenta il ""next hop"" verso quella destinazione", , ,B,"Lo Split Horizon è una regola dei protocolli Distance Vector: se un router impara una rotta per la rete X dal vicino A, non deve annunciare la rotta per X indietro ad A, prevenendo loop banali."
131. The difference between link state and distance vector routing algorithms can be summarized as follows: (2485), ,Link state algorithms send local information to all nodes in the network; distance vector algorithms send global information only to neighboring nodes, , ,B,"Negli algoritmi Link State (es. OSPF), ogni router invia informazioni sui propri collegamenti locali a *tutti* i nodi (flooding). Negli algoritmi Distance Vector (es. RIP), ogni router invia la sua intera tabella di routing (info globali) solo ai suoi *vicini* diretti."
132. Un Host A ha indirizzo 192.168.1.1/24 e un Host B 192.168.1.129/25. (1942), ,A può comunicare direttamente con B ma non viceversa., , ,B,"L'Host A (mask /24) crede che B (1.129) sia nella sua stessa rete locale e invia il pacchetto direttamente. L'Host B (mask /25, range 1.128-1.255) crede che A (1.1) sia in una rete diversa e cercherà di rispondere inviando il pacchetto al proprio Gateway, non direttamente ad A."
"134. In the LTE core network, packets are routed to/from the Access network by: (2583)", , , ,The Serving Gateway (SGW),D,Il Serving Gateway (S-GW) è il punto di ancoraggio per la mobilità intra-LTE e gestisce l'instradamento dei pacchetti utente tra la stazione base (eNodeB) e il packet core (P-GW).
"135. Il termine ""Peering"" si riferisce a: (1926)",Il punto di collegamento tra due router di due Internet Service Provider diversi, , , ,A,"Il Peering è l'interconnessione diretta tra due Autonomous System (ISP) per scambiarsi traffico tra i rispettivi clienti, solitamente senza pagamento (settlement-free), distinta dal 'Transit'."
136. Il routing inter-dominio: (1925), ,"Prevede che un exterior gateway operi scelte di percorsi, basate su informazioni raccolte tramite protocolli di routing inter-dominio, coerenti con gli accordi esistenti con altri autonomous system", , ,B,"Il routing tra domini (es. BGP) si basa su Policy (accordi commerciali, peering vs transit) piuttosto che sulla semplice ottimizzazione tecnica del percorso (shortest path)."
137. Quale delle seguenti di una tabella di routing fa longest prefix matching con 180.3.13.223 (2695), , , ,Nessuna delle precedenti,D,L'indirizzo .223 in binario è 11011111. Nessuna delle subnet elencate fa match. 192/28 va da .192 a .207. 224/28 parte da .224. 208/29 va da .208 a .215.
"138. Un host IPv6 al reboot, acquisirà il seguente indirizzo: (1905)", , ,"Per quanto riguarda l'indirizzo link-local, assumera' lo stesso indirizzo IPv6 che possedeva prima del reboot.", ,C,"L'indirizzo Link-Local (fe80::) viene tipicamente autogenerato usando l'identificativo hardware MAC (EUI-64). Poiché il MAC è fisso nell'hardware, l'indirizzo Link-Local rimane lo stesso dopo il riavvio (a meno di Privacy Extensions attive)."
139. Header IPv6 (2043), , ,Dimensione dell'header fissa ma con eventuale aggiunta di Header aggiuntivi(?), ,C,L'header IPv6 base ha una dimensione fissa di 40 byte. Funzionalità aggiuntive (opzioni) possono essere aggiunte concatenando 'Extension Headers' successivi.
140. The static routing (2502), , , ,Consists in the network administrator manually configuring routing information in each router,D,"Il routing statico avviene quando l'amministratore di rete configura manualmente le rotte nella tabella di routing del dispositivo, specificando destinazione e next-hop."
141. una extranet è (2158), , ,"una rete privata che include reti di organizzazioni indipendenti, come per esempio diverse reti aziendali", ,C,"Una Extranet è un'estensione della Intranet aziendale che consente l'accesso controllato a utenti esterni specifici (partner commerciali, fornitori, clienti), collegando parzialmente reti di organizzazioni diverse."
142. A device equipped with the NAT64 functionality is able to (2403), ,"Replace the IPv6 header of a packet with an IPv4 one, and vice versa", , ,B,"NAT64 è un meccanismo di traduzione che permette la comunicazione tra host IPv6-only e server IPv4-only, traducendo gli header dei pacchetti da un protocollo all'altro."
143. Il Solicited Node Multicast Address è: (2206), , , ,L'indirizzo multicast utilizzato come indirizzo destinazione in un pacchetto di Neighbor Solicitation,D,"Nelle operazioni di Neighbor Discovery (risoluzione indirizzi), il messaggio di richiesta (Neighbor Solicitation) viene inviato all'indirizzo 'Solicited-Node Multicast' associato all'indirizzo IPv6 target, fungendo da destinazione."
145. Un Area Border Router OSPF (1937), ,Conosce i dettagli della backbone area, , ,B,"Un ABR (Area Border Router) collega una o più aree alla Backbone (Area 0). Per definizione, deve mantenere il Link State Database completo (e quindi conoscere i dettagli) sia delle aree a cui è connesso sia della Backbone Area."
146. In che modo MPLS può essere utilizzato per realizzare una VPN? (1873), , , ,Può fornire collegamenti punto-a-punto in reti overlay o tutto il meccanismo di instradamento in reti peer.,D,"MPLS è versatile e può supportare sia VPN di tipo Overlay/Layer 2 (simulando collegamenti punto-punto come VLL o VPLS) sia VPN di tipo Peer/Layer 3 (dove il provider gestisce il routing, come nelle BGP/MPLS IP VPN)."
147. The IGMP protocol (2506), , , ,Allows a host to communicate to routers in the network its own interest in receiving the traffic related to a given multicast group,D,IGMP (Internet Group Management Protocol) è il protocollo usato dagli host per segnalare al router multicast locale la volontà di unirsi a un gruppo multicast e ricevere il relativo traffico.
"148. In MPLS, il protocollo per l'assegnazione delle label è: (2153)", ,RSVP-TE, , ,B,"Mentre LDP è il protocollo base, RSVP-TE (Resource Reservation Protocol - Traffic Engineering) è utilizzato specificamente per assegnare label e riservare risorse quando si creano tunnel MPLS con requisiti di Traffic Engineering."
149. I concetti di Forwarding e Routing: (1910), , , ,"Sono concetti differenti; il processo di routing mira ad individuare un percorso valido per un pacchetto, dal mittente al destinatario; il processo di forwarding permette, a fronte di un pacchetto entrante in un nodo di rete, di determinare qual è la migliore porta di uscita verso la destinazione",D,Il Routing (Control Plane) costruisce la mappa della rete e popola la tabella. Il Forwarding (Data Plane) usa quelle informazioni per processare ogni singolo pacchetto in ingresso e spostarlo sulla porta di uscita corretta.
150. VPNs (virtual private networks) are used to (2539), ,Transport private traffic through a shared infrastructure while creating the same conditions the traffic would undergo through a private infrastructure, , ,B,"Le VPN permettono di estendere una rete privata attraverso una rete pubblica condivisa (Internet), simulando le caratteristiche di sicurezza e connettività di una linea privata dedicata."
151. La distribuzione delle etichette in MPLS (Multi-Protocol Label Switching) (2202),Può essere operata utilizzando il protocollo RSVP (Resource ReSerVation Protocol), , , ,A,"In MPLS, le etichette vengono distribuite principalmente tramite LDP (Label Distribution Protocol) oppure tramite RSVP-TE (estensione di RSVP per il Traffic Engineering) quando è necessario prenotare risorse e definire percorsi espliciti."
152. indicate the false claim among the below statements about SSL (Secure Socket Layer)-based VPNs (Virtual Pnvate Networks) (2612), ,They operate in kernel space, , ,B,"Le SSL VPN operano tipicamente in ""User Space"" (livello applicazione/sessione, spesso integrate nel browser o client leggeri), a differenza di IPsec che opera in ""Kernel Space"" (livello rete). Questo le rende più facili da gestire ma potenzialmente meno performanti."
153. II II protocollo RIP è caratterizzato da (2032), , , ,Frequenti instabilità e facilità nel creare percorsi di inoltro circolari,D,"Il RIP è un protocollo Distance Vector semplice che soffre di convergenza lenta e problemi di ""Count-to-Infinity"", portando facilmente a loop di routing (percorsi circolari) durante i transitori in topologie complesse."
155. Due host collegati ad una rete Switched Ethernet attraverso porte configurate in modalità (2030), , , ,"Se appartengono a VLAN diverse, è possibile che riescano a comunicare anche se sono collegati a switch diversi e le porte degli switch sono configurate in modalità Access.",D,"Se si collegano due switch tramite porte Access (invece che Trunk) appartenenti a VLAN diverse (es. porta VLAN 10 switch A collegata a porta VLAN 20 switch B), il traffico passa non taggato e le due VLAN vengono ""cortocircuitate"", permettendo la comunicazione (errore di configurazione comune)."
"156. Si consideri una semplice topologia di rete in cui sono presenti quattro router (A, B, C, D). I primi 3 sono collegati tra di loro ad anello (A-B-C-A), mentre il quarto 'e collegato a C attraverso un link punto- punto (C-D). Se gli host utilizzano un algoritmo di routing di tipo flooding e il router A invia un pacchetto a D, quante copie del medesimo pacchetto saranno recapitate al router D? (2164)", , , ,E proporzionale al valore del campo Time To Live presente nel pacchetto,D,"In una topologia con cicli (anello A-B-C), il flooding puro senza memoria (o selettività) causa la duplicazione e circolazione dei pacchetti nel loop finché il TTL (Time To Live) non scende a zero. D riceverà copie multiple continuativamente."
157. L'International Mobile Equipment Identity (IMEI) è: (2176), , , ,"Identifica il dispositivo, è assegnato dal venditore e non è modificabile",D,"L'IMEI è il codice seriale univoco che identifica l'hardware del terminale mobile (telefono), indipendentemente dalla SIM inserita (che è identificata dall'IMSI)."
158. mplementazione Multicast in IPv4 (1944), ,Disponibile ma con protocolli aggiuntivi, , ,B,Il Multicast IPv4 è supportato ma richiede protocolli specifici non inclusi nello stack IP base: IGMP per la gestione dei gruppi lato host e protocolli di routing multicast (es. PIM) lato rete.
159. Quale delle seguenti affermazioni sull'Internet eXchange Point (IXP) è falsa? (2527), , ,connette solo ISP di livello 1, ,C,"Gli IXP (o NAP) sono punti di interscambio aperti a ISP di qualsiasi livello (Tier 1, 2, 3), Content Provider (es. Google, Netflix) e altre reti, non solo ai Tier-1."
160. Cos'è l'effetto ping-pong? (2193),Il proporre la cella di sgancio come cella di aggancio, , , ,A,"L'effetto ping-pong avviene quando un terminale mobile al bordo di due celle continua a saltare (handover) ripetutamente tra una e l'altra a causa di fluttuazioni nel segnale, proponendo la cella appena lasciata come nuova destinazione."
161. LSP (Label Switched Path) setup in MPLS (Multi-Protocol Label Switching) implies that (2513),Routers connected at the ends of a link share which label should be prepended to packets belonging to the LSP., , , ,A,"La creazione di un LSP richiede che due router adiacenti si accordino sul significato delle etichette (Label Binding). In genere, è il router ""downstream"" (a valle) che decide l'etichetta e la comunica all'""upstream"" (a monte)."
162. Un indirizzo link-local: (1906),E' utilizzabile per permettere la comunicazione tra stazioni su link locali (es. una LAN) in mancanza di altri indirizzi IPv6., , , ,A,L'indirizzo Link-Local (fe80::) è obbligatorio in IPv6 ed è sufficiente per comunicare con i vicini sullo stesso segmento fisico (link) anche se non c'è un router o un server DHCP globale.
163. The Integrated Services (IntServ) solution has been standardized to (2504),Allow applications to request to and receive from the network the quality of service they need., , , ,A,"IntServ è un'architettura QoS che permette alle applicazioni di segnalare alla rete i propri requisiti (banda, ritardo) tramite RSVP, chiedendo una prenotazione esplicita delle risorse lungo il percorso."
164. The entries of the filtering database of an Ethernet switch (2541), , , ,"Have a lifetime, which generally can be set by the switch administrator",D,Le voci nella tabella MAC (Filtering Database) scadono dopo un tempo di inattività (Aging Time) per gestire gli spostamenti degli host. Questo timer è configurabile dall'amministratore (default tipico 300s).
"165. In una stazione utente collegata ad una VPN con accesso centralizzato, i messaggi diretti a stazioni esterne alla VPN passano attraverso: (1894)",Il sito della VPN a cui la macchina utente è collegata., , , ,A,"In una VPN ""Full Tunnel"" (accesso centralizzato), tutto il traffico, anche quello diretto a Internet (es. Google), viene incapsulato nel tunnel, arriva al gateway aziendale e da lì esce su Internet."
166. High speed packet access (HSPA): (2198), , ,Utilizza canali condivisi per ridurre lo spreco di risorse, ,C,"HSPA migliora l'UMTS introducendo canali condivisi ad alta velocità (HSDPA/HSUPA) che vengono assegnati dinamicamente agli utenti in base alle necessità istantanee, aumentando l'efficienza spettrale."
167. One of the main strengths of the IPv6 protocol is (2508), , ,The large size of the addressing space, ,C,"Il vantaggio principale e trainante di IPv6 è l'enorme spazio di indirizzamento (128 bit), che risolve definitivamente l'esaurimento degli indirizzi IPv4 (32 bit)."
168. Nel meccanismo del secchiello a gettoni si riesce a controllare: (1879), , , ,Il burst size massimo e la velocità media di immissione dei dati.,D,"Il Token Bucket è l'algoritmo standard per il Traffic Policing/Shaping: i gettoni rigenerati controllano la velocità media (Rate), mentre la capacità del secchiello controlla la dimensione massima del picco di traffico consentito (Burst)."
169. The paging procedure in a cellular network is used for (2507),Notifying the mobile terminal that it has to be contacted, , , ,A,"Il Paging è il processo con cui la rete cerca un utente in idle mode (che non ha una connessione attiva) per notificargli una chiamata in arrivo o dati in attesa, trasmettendo un messaggio in tutta la Location Area."
170. la più piccola aggregazione che può contenere le due reti IP 130.192.0.0/25 e 130.192.1.0/25 (2159), , , ,130.192.0.0/23,D,"Per aggregare 130.192.0.x e 130.192.1.x serve una maschera che ignori il bit che cambia (il bit 2^0 del terzo ottetto). La /23 (maschera 255.255.254.0) copre il range 0.0 - 1.255, includendo entrambe le sottoreti."
171. In una rete IPV4 (1962), ,Una stazione può essere raggiunta da un pacchetto multicast relativo ad un particolare gruppo anche se non è iscritta a quel gruppo, , ,B,"A livello 2 (Ethernet), i frame multicast vengono trattati come broadcast dagli switch semplici (senza IGMP Snooping) e inoltrati a tutte le porte. Quindi la scheda di rete riceve il pacchetto e lo scarta via software se non è interessata."
172. Le procedure di Neighbor Discovery in IPv6 (2154), , ,è basata sun un pacchetto ICMPv6 inviato in multicast, ,C,"(Duplicato) NDP usa messaggi ICMPv6 inviati a indirizzi Multicast specifici (Solicited-Node), evitando il broadcast."
"173. Among the four proposed alternatives, which is the smallest valid aggregation that can represent the IP networks 130.192.1.0/24 and 130.192.2.0/24 in a routing table? (2503)", ,0.0.0.0/0, , ,B,"Le reti 1.0 e 2.0 non sono contigue per un blocco di potenza di due (1 è dispari, 2 è pari). Una /23 unisce (0,1) oppure (2,3). Una /22 unisce (0,1,2,3). Tra le opzioni date, solo la default route (0.0.0.0/0) le copre entrambe, le altre sono errate matematicamente (es. 1.0/23 non esiste come blocco valido che parte da 1)."
174. La procedura di paging in una rete cellulare (2715), ,E' basata su un messaggio che viene diffuso in modalità broadcast all'interno della location area in cui si trova il terminale, , ,B,"Per trovare l'utente, la rete invia il messaggio di paging a tutte le celle appartenenti alla ""Location Area"" dove l'utente si è registrato l'ultima volta, non in tutta la rete nazionale."
175. The IPv6 Extension Headers are (2518), , ,Header chains that can be added to the main IPv6 header in order to offer additional features, ,C,"Gli Extension Header (es. Hop-by-Hop, Routing, Fragment) sono inseriti tra l'header IPv6 e il payload per aggiungere funzionalità opzionali senza appesantire l'header base."
176. Indicate the false claim among the below statements about the Link State algorithm (2296), ,B: The RIP (Routing Information Protocol) protocol is based on the Link State algorithm, , ,B,L'affermazione falsa è che RIP sia Link State. RIP è l'esempio classico di protocollo Distance Vector (basato sull'algoritmo di Bellman-Ford).
"178. Per realizzare una VPN usando MPLS, al livello 3 secondo il modello peer, è possibile: (1888)",Utilizzare una versione opportunamente modificata del BGP., , , ,A,MPLS L3VPN utilizza Multi-Protocol BGP (MP-BGP) per trasportare le rotte VPN dei clienti (identificate da Route Distinguisher) attraverso la dorsale del provider.
179. Il protocollo RSVP (Resource reSerVation Protocol) è in grado di: (1977), ,Far conoscere ai router le richieste di qualità di servizio avanzate dalle applicazioni, , ,B,"RSVP è un protocollo di segnalazione usato dalle applicazioni per richiedere (prenotare) una specifica QoS (banda, latenza) ai router lungo il percorso."
180. vantaggio fibra ottica (1952), ,switch ottici performanti e bassa complessità, , ,B,"(Nota: La domanda originale è ambigua nelle opzioni, ma la soluzione indicata è B). Gli switch ottici (OXC) permettono di commutare enormi quantità di dati direttamente a livello fotonico senza costose conversioni ottico-elettrico-ottico."
181. Gli indirizzi link-local (1887), , ,"Sono normalmente costruiti automaticamente dalla stazione a partire dall'indirizzo MAC della propria scheda, a cui si pre-pende un prefisso predefinito.", ,C,"Gli indirizzi Link-Local IPv6 (fe80::/10) sono spesso autogenerati usando il metodo EUI-64: si prende il MAC address (48 bit), si inserisce FFFE al centro e si inverte il 7° bit."
"182. La tecnica di forwarding ""Label Swapping"": (1911)", , , ,"Può richiedere una fase di ""Path Setup"" per la determinazione del percorso",D,"In MPLS (che usa Label Swapping), prima di poter inoltrare i pacchetti, è necessario stabilire il percorso (LSP) e distribuire le etichette lungo i nodi. Questa fase di setup (segnalazione) è preliminare all'invio dei dati."
183. Due stazioni A e B appartengono alla stessa rete fisica e hanno rispettivamente indirizzi IP 130.192.1.1/25 e 130.192.1.129/24. (1963), , ,A comunica con B solo attraverso un router, ,C,"A ha netmask /25 (0-127), quindi vede B (129) come ""esterno"" e manda al router. B ha netmask /24 (0-255), vede A (1) come ""interno"" e manderebbe ARP. Poiché il percorso di andata richiede il router, la comunicazione completa dipende dalla presenza del router. La risposta C è la più corretta tecnicamente per descrivere il flusso A->B."
184. Un Autonomous System è: (1927), ,"Una zona di una rete IP amministrata, soprattutto da punto di vista del routing, autonomamente dalle altre e con delle connessioni con almeno altri due Autonomous System", , ,B,Definizione formale di AS: un insieme di reti IP sotto il controllo di una singola entità amministrativa che presenta una politica di routing comune e coerente verso Internet.
185. Nel routing isolato: (1916), , ,"Ogni router calcola, analizzando solamente il traffico che lo attraversa, la propria tabella di routing", ,C,"Nel routing isolato (es. Backward Learning o Hot Potato), i nodi prendono decisioni basandosi solo su informazioni locali o osservando il traffico passante, senza scambiare complesse tabelle di routing con altri nodi."
186. Qual è un vantaggio di utilizzare un algoritmo di routing di tipo Link State rispetto ad uno di tipo Distance Vector? (1955), ,"Avendo a disposizione il Link State Database, ogni router è in grado di calcolare autonomamente i percorsi verso ogni destinazione", , ,B,"Poiché ogni router ha la mappa completa della rete (LSDB), può calcolare l'albero dei percorsi minimi (SPF) in modo autonomo e privo di loop, senza dipendere dal calcolo ""per sentito dire"" dei vicini (come in Distance Vector)."
187. In un pacchetto che viaggia su un tunnel GRE quante intestazioni possono essere presenti? (1869), , ,"Due intestazioni, senza particolari limitazioni.", ,C,"Un pacchetto GRE ha almeno due header IP: quello esterno (Delivery Header) per instradare il tunnel su Internet, e quello interno (Payload Header) del pacchetto originale trasportato. GRE può incapsulare quasi ogni protocollo di rete."
