domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
65. In MPLS (unlike in IP) supporto for scalable traffic engineering is specifically enabled by (2536),The availability of efficient label distribution protocols,The deployment of a unified control plane,The deployment of dynamic and distributed routing protocols,"The forwarding information in the data plane (e.g., the forwarding table) not being automatically updated when the routing information changes in the control plane",D,Il Traffic Engineering (TE) in MPLS sfrutta il fatto che il percorso (LSP) può essere calcolato e fissato (esplicito) alla sorgente e non cambia automaticamente col routing IP standard (shortest path). Questo disaccoppiamento permette di forzare il traffico su percorsi non ottimi per bilanciare il carico.
66. Una BSC (Base Station Controller) (2177),è il punto di accesso per il MT,"Contiene i dati statici dell'utente (come ID, servizi abilitati e parametri di sicurezza)",è in grado di controllare una singola BTS,è in grado di controllare un grande numero di BTS,D,"Nel GSM, la BSC è il nodo intelligente che controlla decine o centinaia di stazioni base (BTS), gestendo le risorse radio, l'handover e la potenza."
67. le comunicazioni multicast in una rete ipv4 (2150),"sono possibili solo all'interno di una singola rete lan, anche con l'utilizzo di protocolli aggiuntivi","sono sempre possibili, IGMP le rende solo più efficienti",non sono possibili senza l'utilizzo di protocolli aggiuntivi nella rete,sono possibili su scala geografica grazie all'utilizzo del solo protocollo IGMP,C,"Il Multicast richiede protocolli specifici. IGMP serve lato host-router, ma per il routing del multicast attraverso la rete (router-router) servono protocolli di routing multicast come PIM (Protocol Independent Multicast)."
68. The ICMPv6 Router Advertisement packet (2480),Enables device autoconfiguration without a DHCP protocol intervention,Is sent as a reply to an ICMPv6 Neighbor Solicitation packet,Is a broadcast packet,Is sent periodically by a router to all the other routers of the Internet network,A,I messaggi Router Advertisement (RA) contengono il prefisso di rete e permettono agli host di autoconfigurarsi un indirizzo globale (SLAAC) senza bisogno di un server DHCPv6 stateful.
69. Le soluzioni di VPN (virtual private network) di livello 3 basate su MPLS sono caratterizzate da (2036),Livelli particolarmente alti di sicurezza grazie all'utilizzo di tecniche crittografiche,Buon livello di automatizzazione e integrazione tra la dorsale pubblica e le reti private,"Meccanismi di tunneling di livello 3, ovvero all'interno di pacchetti IP",Nessuna delle precedenti,C,"Le MPLS L3 VPN usano un'architettura peer-to-peer dove il provider partecipa al routing del cliente. Tecnicamente usano etichette MPLS (tunneling L2.5/L3), ma nel contesto delle risposte date, si enfatizza spesso il tunneling o l'automazione. La risposta C (tunneling livello 3/IP) è la più vicina concettualmente se si considera MPLS come layer '2.5' che incapsula IP, ma spesso la caratteristica chiave è la separazione logica tramite etichette."
70. L'indirizzo IPv6 2001:4600::0201:06FF:FEA5:3A4C è: (2207),Un indirizzo di tipo privato,Un indirizzo utilizzabile da un server per offrire un servizio sulla Internet pubblica IPv6,Un indirizzo utilizzabile da un host unicamente per effettuare delle comunicazioni con un altro host sullo stesso link,Un indirizzo al momento non valido in IPv6,B,"Il prefisso 2000::/3 identifica gli indirizzi Global Unicast, che sono pubblici e routabili su Internet, equivalenti agli indirizzi pubblici IPv4."
"71. In un pacchetto che viaggia su una rete MPLS, è possibile avere più label contemporaneamente? (1870)","No, non è previsto.","Sì, ma non più di 2.","Sì, ma non più di 20.","Si, ma solo nei tunnel MPLS usati per le VPN.",C,"Lo standard MPLS supporta lo ""Stacking"" delle etichette. Non c'è un limite teorico stretto (come 2), e pile di 3 o più etichette sono comuni (es. MPLS VPN + Traffic Engineering + Fast Reroute)."
72. Qual è una conseguenza dell'uso di VLAN in una rete locale? (1970),"Creare sugli switch interfacce virtuali che, in quanto tali, sono sempre funzionanti",Il traffico broadcast è limitato alla VLAN in cui è stato generato,La sicurezza della comunicazione sulla rete aziendale aumenta in quanto le trame sono crittografate.,Gli utenti sono obbligati ad autenticarsi prima di poter accedere alla VLAN,B,Le VLAN segmentano il dominio di broadcast. Un frame broadcast inviato da un host in VLAN 10 viene inoltrato dallo switch solo alle porte appartenenti alla VLAN 10.
73. The main contribution to the latency experienced in the nodes of a heavily loaded packet network is given by (2445),The time needed to process the packet.,The time taken to transmit the packet on an output link (transmission delay).,"The time taken to locate, in the routing table or in the forwarding table, the information need to forward the packet.",The time spent in buffers while waiting for resources occupied by other packets to become available,D,"In condizioni di carico elevato (congestione), il ritardo di accodamento (queuing delay) nei buffer dei router diventa la componente dominante della latenza totale."
74. Il protocollo IGMP (1965),Permette ad un router IPv4 di scoprire quali gruppi multicast sono presenti in una rete ad esso direttamente connessa,Permette ad un host IPv4 di creare un nuovo gruppo multicast,Permette ad un router IPv4 di scoprire quali gruppi multicast sono attivi in un dato momento nella rete Internet,E' una nuova versione del protocollo ICMP,A,IGMP (Internet Group Management Protocol) è usato dagli host per segnalare ai router locali a quali gruppi multicast vogliono iscriversi. Il router mantiene così una lista dei gruppi attivi sulla LAN.
75. The term handover in cellular networks refers to (2586),"The movement of a mobile terminal from a cell to another, even if in that moment there are no active communications",The movement of a mobile terminal from a cell to another without the interruption of an active communication (eg. a call),The use of a mobile terminal in the network of a different operator with respect to the one the SIM card installed in the terminal belongs to,The turn-on of the mobile terminal after a long period of inactivity,B,L'handover è il processo critico che permette a una chiamata o sessione dati attiva di continuare senza interruzioni mentre l'utente si sposta dalla copertura di una cella a quella di un'altra.
"76. La tecnica di forwarding ""Source Routing"": (1912)","Prevede l'utilizzo di client (""host"") molto semplici e di nodi intermedi (""router"") molto complessi",è adatta quando si vuole minimizzare il numero di bytes necessari per le operazioni di instradamento e presenti in ogni pacchetto,Il nodo mittente deve avere una conoscenza (almeno parziale) della topologia di rete,è la tecnica comunemente utilizzata dal protocollo IP nelle operazioni di forwarding,C,"Nel Source Routing, è il mittente che decide l'intero percorso e lo scrive nell'header del pacchetto. Per farlo, il mittente deve necessariamente conoscere la topologia della rete."
77. The Random Access CHannel (RACH) in a GSM network is used (2512),By mobile terminals for sending voice samples by means of a Slotted-Aloha technique for the medium access,"By the network, for offering dedicated communication channels to mobile terminals","By mobile terminals, for requesting dedicated communication channels to the network",By mobile terminals for sending voice samples by means of a CSMA technique for the medium access,C,"Il RACH è il canale di uplink ad accesso casuale usato dai cellulari per iniziare una transazione, tipicamente per chiedere l'assegnazione di un canale dedicato (SDCCH) per una chiamata o SMS."
78. Which type of cloud Delivery Model has major control and responsibility over its configuration and utilization? (2673),Security-as-a-Service,Infrastructure-as-a-Service (IaaS),Software-as-a-Service (SaaS),Platform-as-a-Service (PaaS),B,"Nel modello IaaS (es. AWS EC2), il cliente affitta l'infrastruttura virtuale (CPU, RAM, Storage) e ha il controllo completo sul sistema operativo, le applicazioni e la configurazione di rete, quindi la massima responsabilità rispetto a PaaS o SaaS."
"79. Data una rete composta da diversi reti fisiche interconnesse da opportuni router e un range di indirizzi IP da utilizzare in tale rete, è possibile realizzare un piano di indirizzamento in grado di ottimizzare il routing su un certo router di quella rete: (2162)",Assegnando alle varie reti fisiche presenti degli indirizzi scelti randomicamente all'interno del range di indirizzi definito per la rete,"Assegnando alle varie reti fisiche presenti degli indirizzi scelti all'interno del range di indirizzi definito per la rete, procedendo con l'assegnazione in ordine decrescente di dimensione della rete","Dividendo la rete in aree e definendo, all'interno del range di indirizzi di partenza, dei range di indirizzi distinti da utilizzare in ciascuna di quelle aree",Nessuna delle precedenti,C,L'assegnazione gerarchica per aree (topologica) permette di riassumere (aggregare) i prefissi. Un router può avere una sola rotta verso l'area X invece di tante rotte specifiche per ogni sottorete dell'area X.
80. When an MPLS frame has multiple labels. routers (2615),Only process the most external label to decide how to forward the frame,Only process the most Internal label to decide how to forward the frame,Only can swap the most external and the next label With each other,Can swap any of the labels,A,"Come nella domanda 20, i router MPLS (LSR) guardano solo l'etichetta in cima allo stack (most external) per prendere decisioni di forwarding."
81. La caratteristica di una VPN di accesso centralizzata è che (1883),Il traffico non diretto alla VPN viene fatto passare comunque attraverso il VPN gateway.,L'autenticazione dell'utente per l'accesso alla VPN viene delegato all'ISP.,Il traffico non diretto alla VPN non è costretto a passare attraverso il VPN gateway.,L'autenticazione dell'utente non viene fatta dal VPN gateway.,A,"Nella configurazione ""Full Tunnel"" (spesso associata a VPN centralizzate per sicurezza), tutto il traffico del client, incluso quello diretto a Internet pubblico, viene instradato attraverso il tunnel verso il gateway aziendale per essere ispezionato."
82. Cosa sono i bursts? (2178),Sono dei pacchetti che viaggiano sulla rete IP,Sono trame che viaggiano attraverso onde radio,Sono blocchi dati che viaggiano su circuit switched networks,Sono i raggruppamenti di celle di dimensione G,C,"Nel contesto GSM/TDMA (reti a commutazione di circuito), l'informazione viene trasmessa in brevi impulsi temporali chiamati 'burst' all'interno degli slot assegnati."
83. aumentando il numero di VLAN (1950),Aumentano i domini di collisione,Diminuiscono i domini di collisione,Aumentano i domini di broadcast,Diminuiscono i domini di broadcast,C,"Ogni VLAN è un dominio di broadcast separato. Se divido una rete piatta in 3 VLAN, passo da 1 dominio di broadcast grande a 3 domini di broadcast più piccoli. Quindi il *numero* dei domini aumenta."
84. Per il supporto dei prefissi di rete a lunghezza variabile in una zona della rete in cui sia utilizzato routing dinamico: (2168),La netmask associata al prefisso deve essere fornita ai router in fase di configurazione,La netmask viene dedotta automaticamente dalla classe degli indirizzi utilizzati,Le informazioni di routing scambiate tra i router devono includere la subnet mask associata ad ogni prefisso annunciato,E obbligatorio l'utilizzo dei protocolli OSPF o BGP,C,"Per supportare VLSM (Variable Length Subnet Masking) e CIDR, il protocollo di routing deve essere ""Classless"", ovvero deve trasmettere esplicitamente la maschera di sottorete insieme all'indirizzo IP negli aggiornamenti (es. RIPv2, OSPF, EIGRP, BGP)."
85. An ARP Request that a host with IP address 130.192.10.1/24 sends to learn the MAC address of a host with IP address 130.192.10.200 (2592),"Arrives at the destination if the two hosts are connected by means of an Ethernet switch, ignoring possible failures of links and devices involved",Never arrives at the destination,"Actually, the ARP Request is not sent because the destination host is outside the IP network of the source","Always arrives at the destination, ignoring possible failures of links and devices involved",A,"Entrambi gli indirizzi (10.1 e 10.200) appartengono alla stessa sottorete /24. Quindi il mittente manda una richiesta ARP broadcast locale che lo switch inoltra a tutti, incluso il destinatario."
"86. Data una certa LAN su cui sono state definite delle VLAN, una frame broadcast: (1947)",Raggiunge possibilmente solo una porzione della LAN,Raggiunge tutti gli host della LAN,Nessuna delle precedenti,Nessuna delle precedenti,A,"Poiché le VLAN segmentano il dominio di broadcast, un frame broadcast raggiunge solo le porte associate alla stessa VLAN del mittente, ovvero solo una porzione dell'intera infrastruttura fisica LAN."
88. Il protocollo IS-IS (1976),E' un protocollo di routing obsoleto non più utilizzato per via delle sue scarse prestazioni,E' un protocollo di routing basatao sull'algoritmo link state molto utilizzato nelle reti di grosse dimensioni,E' un protocollo usato dagli switch Ethernet per creare un albero di instraramento nella rete,E' un protocollo evoluzione del BGP,B,"IS-IS è un protocollo Link State (simile a OSPF) molto scalabile e agnostico rispetto al protocollo di rete (supporta IPv4, IPv6, CLNS), motivo per cui è molto diffuso nelle reti dei grandi Service Provider."
89. Il protocollo di routing BGP: (1938),"Utilizza regole (policy) su informazioni aggiuntive a metriche di costo per identificare il ""migliore"" per raggiungere una destinazione",è utilizzato esclusivamente per scambi di informazioni tra router di autonomous system differenti,è utilizzato esclusivamente per scambi di informazioni tra router dello stesso autonomous system,è il protocollo che andrà a sostituire OSPF,A,"Come nella domanda 56, la caratteristica distintiva di BGP è l'uso di Policy basate su attributi (AS-Path, Local Pref, MED, Communities) piuttosto che una semplice metrica di costo tecnico."
90. Le operazioni che un router MPLS può effettuare sui label sono le seguenti: (1981),"Aggiungere un label in posizione qualsiasi dell'intestazione MPLS (PUSH), eliminare un label in posizione qualsiasi (POP), cambiare il contenuto di un qualsiasi label (SWAP).","Aggiungere un label in posizione più esterna nell'intestazione MPLS (PUSH), eliminare il label nella posizione più esterna dell'intestazione MPLS (POP), cambiare il contenuto del label esterno (SWAP).","Aggiungere un label solo se non ce ne sono altri (un solo label ammesso) (PUSH), eliminare l'unico label ammissibile all'uscita dalla rete MPLS (POP), e cambiare il contenuto del label (SWAP).",I label non possono essere manipolati dai router MPLS.,B,"Le operazioni MPLS agiscono come uno stack (pila): Push (mette in cima), Pop (toglie dalla cima), Swap (sostituisce quello in cima). Non si può accedere arbitrariamente alle etichette interne."
91. Quanti tipi di bursts esistono? (2180),"3: Regular, Access and Synchronization",2: Regular and Access,"5: Regular, Access, Synchronization, Frequency Correction and Dummy",1: Regular,C,"Nello standard GSM sono definiti diversi tipi di burst fisici per scopi diversi: Normal (dati/voce), Frequency Correction (sincronizzazione frequenza), Synchronization (sincronizzazione tempo), Access (richiesta accesso), Dummy (riempitivo)."
92. The Duplicate Address Detection (DAD) procedure (2587),Is used in IPv6 In order to check that a host could also acquire an IPv4 address,Is used in IPv6 in order to check that the MAC address selected for a host is not already in use,Is used in IPv4 in order to check that a host could also acquire an IPv6 address,Is used in IPv6 in order to check that the IPv6 address selected for a host is not already in use,D,"DAD è una procedura obbligatoria in IPv6: prima di usare un indirizzo unicast (anche autoconfigurato), un host invia una Neighbor Solicitation per quell'indirizzo. Se nessuno risponde, l'indirizzo è unico e sicuro da usare."
93. L'autoconfigurazione stateless di IPv6 presenta problemi di riservatezza? (1872),Non vi sono particolari problemi.,Non permette la cifratura del carico.,"E' possibile individuare la stessa interfaccia, se si collega a internet da vari provider.",Non permette l'uso delle intestazioni di sicurezza (tipo IPsec).,C,"Se l'indirizzo IPv6 è generato con EUI-64 (basato sul MAC address), la parte host (ultimi 64 bit) rimane costante ovunque l'utente si connetta. Questo permette di tracciare l'attività del dispositivo attraverso reti diverse (privacy tracking)."
96. OSPF-TE and ISIS-TE include enhancements to traditional routing protocols OSPF and ISIS that have been standardized in the context of MPLS in order to (2616),Include adequate fields in routing messages to support explicit routing,Allow the independence of control plane and data plane in MPLS routers,Enable the distribution of additional information (named constrained data) in support of constraint based routing,Ensure faster convergence and enhanced stability,C,"Le estensioni TE (Traffic Engineering) per OSPF e ISIS aggiungono nuovi LSA/TLV per trasportare informazioni sulle risorse della rete (banda disponibile, colore dei link, ecc.), permettendo al CSPF (Constrained Shortest Path First) di calcolare percorsi che soddisfano specifici requisiti."
97. Le così dette soluzioni VPN (virtual private network) di accesso o virtual dial-up VPN attualmente più diffuse sono basate su: (1867),Connessioni dial-up.,Tunnelling attraverso una rete IP.,Utilizzo di un'infrastruttura di cablaggio esistente per fornire servizi di accesso a larga banda,Nuovi protocolli di linea (livello data-link).,B,"Le moderne ""Virtual Dial-up"" (accesso remoto) usano tunnel IP (come L2TP, PPTP, IPsec, SSL) su Internet a banda larga, simulando l'esperienza di una connessione diretta (dial-up) alla rete aziendale."
98. Handover è il meccanismo che permette di: (2181),criptare un canale di comunicazione,gestire lo sgancio da una cella e il riaggancio ad una nuova,notificare ad un utente una chiamata in arrivo,richiedere accesso alla rete da parte di un utente,B,Definizione base di Handover: il passaggio della responsabilità della connessione radio da una stazione base all'altra mentre l'utente è in movimento.
99. il fatto che una VPN offra accesso ad internet centralizzato implica che (2155),la rete aziendale utilizzi un singolo internet service provider,"non è necessario utilizzare dispositivi per la protezione della rete aziendale, quali firewall, da attacchi provenienti da internet",i pacchetti inviati verso stazioni non appartenenti alla rete privata(cioè stazioni di internet) potrebbero seguire un percorso non ottimale sulla topologia fisica della rete,l'impatto del traffico pubblico (diretto o proveniente da internet) sulle infrastrutture di rete aziendali viene ridotto,C,"Se tutto il traffico Internet delle sedi remote deve passare per il centro stella (VPN centralizzata) per uscire su Internet, si crea un percorso a ""trombone"" (tromboning). Un utente a Roma potrebbe dover andare a Milano (sede centrale) per accedere a un sito web il cui server è a Roma, un percorso inefficiente."
101. La procedura di Neighbor Discovery in IPv6 (1966),E' basata su un pacchetto ICMPv6 inviato in multicast,E' basata su un pacchetto ICMPv6 inviato in broadcast,E' basata su ARPv6,Richiede che la rete supporti anche IPv4,A,"Il Neighbor Discovery Protocol (NDP) di IPv6 sostituisce ARP e utilizza messaggi ICMPv6 inviati a specifici indirizzi multicast (Solicited-Node Multicast Address), evitando l'inefficienza del broadcast."
102. indirizzi global unicast aggregatable (1945),Possono essere usati solo dai router,Possono essere usati solo dagli host,Sono distribuiti geograficamente in modo gerarchico,Nessuna delle precedenti,C,Gli indirizzi Global Unicast sono assegnati secondo una gerarchia rigida (IANA -> RIR -> LIR/ISP -> End User) per permettere l'aggregazione delle rotte (CIDR) e contenere la dimensione delle tabelle di routing globale.
103. Lo stack protocollare dell'interfaccia radio si articola nei seguenti livelli (2195),"MAC layer, IP layer, TCP/UDP layer","MAC layer, Manage protocol layer","MAC layer, RLC layer, RRC layer",Esiste un singolo livello,C,"Nelle reti mobili (UMTS/LTE), l'interfaccia radio (livello 2) è composta dai sottolivelli MAC (Medium Access Control), RLC (Radio Link Control), PDCP e, per il controllo (livello 3), RRC (Radio Resource Control)."
104. L'importanza di MPLS (multi-protocol label switching) nelle reti odierne e future deriva dalla possibilità di (2033),Realizzare commutatori con supporto specifico per garantire qualità del servizio,Avere un unico piano di controllo per diverse tencologie di commutazione,Realizzare apparati in grado di operare senza bisogno di configurazione,Distribuire il traffico su batterie di server,B,"La forza di MPLS (Multi-Protocol Label Switching) sta nel disaccoppiare il piano di controllo (IP Routing) dal piano dati (Label Swapping), permettendo di usare IP per gestire il forwarding su diverse tecnologie layer 2 (Ethernet, ATM, Frame Relay)."
105. li indirizzi in IPv6 di tipo Site Local (1957),Vengono assegnati da un'autorità centrale che ne garantisce l'univocità a livello mondiale,Sono deprecati ma possono essere comunque usati,Non esistono,Sono impostati automaticamente dalle stazioni per la comunicazione on-link,B,"Gli indirizzi Site-Local (prefisso fec0::/10) sono stati formalmente deprecati dall'IETF a favore degli Unique Local Addresses (ULA), ma sono ancora presenti in alcune implementazioni legacy."
106. Nella connessione UMTS (2194),"Esiste ancora il riuso delle frequenze, con possibili interferenze",Non esiste più il riuso delle frequenze e non si hanno interferenze grazie all'utilizzo di codici diversi,"Esiste ancora il riuso delle frequenze, ma ottimizzato per evitare interferenze",Non esiste più il riuso delle frequenze e non si hanno interferenze grazie all'utilizzo di tempi di accesso diversi,B,"L'UMTS utilizza la tecnologia W-CDMA (Code Division Multiple Access), dove tutti gli utenti trasmettono sulla stessa frequenza contemporaneamente. La separazione dei segnali avviene tramite codici ortogonali, eliminando il concetto di riuso di frequenza tipico del GSM (riuso = 1)."
107. redistribuzione nel contesto dei protocolli di routing consiste nel (2146),distribuire la tabella di routing su più dispositivi in modo da ridurre l'occupazione di memoria su ogni dispositivo,redistribuire il traffico su più percorsi alternativi per sfruttare a pieno le risorse di rete ed evitare la congestione su percorsi specifici,"comunicare tramite un protocollo di routing route acquisite con un altro, per quanto questo risulti in una perdita di informazione",apprendere come raggiungere le destinazioni senza dover scambiare informazioni di routing con altri computer,C,"La redistribuzione è il processo (eseguito su un router ASBR) che prende le rotte apprese da un protocollo (es. OSPF) e le inietta in un altro (es. BGP), spesso perdendo metriche specifiche originali."
109. DWDM è una tecnologia che permette di (2157),impaccare in modo denso un elevato numero di fibre ottiche sullo stesso cavo,commutare un segnale ottico dall'ingresso all'uscita di un dispositivo,multiplare/demultiplare segnali ottici a diverse lunghezze d'onda sulla stessa fibra,multiplare/demultiplare vari flussi di bit rate su un singolo canale ottico a una specifica lunghezza d'onda,C,Il DWDM (Dense Wavelength Division Multiplexing) aumenta la capacità della fibra trasmettendo simultaneamente multipli segnali luminosi a diverse lunghezze d'onda (colori) sullo stesso filamento fisico.
111. L'architettura DiffServ è caratterizzata da: (1898),Un meccanismo per separare il traffico in classi ognuna delle quali può ricevere un servizio specifico in ogni nodo attraversato,Protocolli di segnalazione sofisticati per la prenotazione delle risorse,La capacità di fornire servizio a qualità garantita alle applicazioni o flussi che nefacciano esplicita richiesta alla rete,Protocolli di routing sofisticati per scegliere il percorso di ogni singolo pacchetto in modo da assicurare che esso riceva il servizio di cui necessita,A,"DiffServ (Differentiated Services) classifica e marca i pacchetti (campo DSCP) in classi di servizio aggregate. I router applicano policy di scheduling (PHB) differenziate per classe, senza gestire lo stato dei singoli flussi."
112. IPsec: (1953),Usato solo per VPN,Gestisce Key encryption,Ha problemi con soluzioni che usano il NAT,Nessuna delle precedenti,C,"IPsec (in particolare i protocolli AH o ESP in certe configurazioni) autentica o cifra l'header IP e il payload. Il NAT modifica l'indirizzo IP o la porta nell'header, invalidando i checksum di integrità di IPsec (rompendo la connessione se non si usa NAT-Traversal)."
"113. In riferimento agli Short Message Service (SMS), se il Mobile Terminal è off: (2192)","la rete GSM informa la rete e memorizza il messaggio, che verrà inviato quando il MT diventa on",si utilizza SDCCH per recapitare il messaggio,si utilizza SACCH per recapitare il messaggio,il messaggio non può essere inviato,A,Il sistema SMS utilizza un approccio 'Store and Forward'. Il messaggio viene memorizzato nel SMSC (Short Message Service Center) e consegnato non appena il terminale destinatario si registra nuovamente sulla rete.
114. L'algoritmo di routing di tipo Distance Vector: (1917),"Può causare di fenomeni di ""Counting to Infinity"" solo in reti che presentano maglie","Causa sempre fenomeni di ""Counting to Infinity"" in reti non magliate","è caratterizzato da una minore possibilità di fenomeni di ""Counting to Infinity"" in reti che non presentano maglie qualora si faccia uso della tecnica ""Split Horizon""","Il fenomeno di ""Counting to Infinity"" è proprio delle reti Link State.",C,Lo Split Horizon ('non insegnare al tuo vicino una strada che hai imparato da lui') previene i loop di routing a due nodi e riduce il rischio di Count-to-Infinity in topologie semplici.
115. Cosa contraddistingue una VPN realizzata secondo uno schema overlay? (1941),Le apparecchiature dell'utente sono le stesse che si userebbero nel caso i vari tronconi di rete aziendale fossero collegati direttamente,Non è possibile avere comunicazioni riservate,Non possono essere realizzate senza l'assenso dell'ISP prescelto,Il gestore della rete non è al corrente che si sta realizzando una VPN,D,"Nelle VPN Overlay (tunneling puro gestito dal cliente, es. GRE o IPsec over Internet), il provider fornisce solo connettività IP di base e non partecipa al routing della VPN. Per il provider, i pacchetti VPN sono semplice traffico dati; la struttura logica della VPN è trasparente (invisibile) alla rete sottostante."
116. Si supponga l'esistenza di tre AS (Autonomous System) collegati sequenzialmente (A-B-C). Se l'AS intermedio B vuole impedire che la sua rete venga usato come transito da A verso C: (1928),Deve effettuare il mascheramento delle route verso A,"Deve impostare una access list (""packet filtering"") all'ingresso del suo dominio che scarta tutti i pacchetti in ingresso da A verso C",Deve impostare il mascheramento delle route verso A e una access list all'ingresso del suo dominio sui pacchetti provenienti da A e diretti a C,"L'AS B non può bloccare il traffico, in quanto ogni AS deve fornire il transito agli AS a lui adiacenti",C,"Per evitare di agire come AS di transito, B non deve annunciare ad A le rotte per C (routing policy). Per sicurezza aggiuntiva, dovrebbe filtrare il traffico dati diretto a C proveniente da A."
117. Il pacchetto ICMPv6 Router Advertisement (1956),Viene inviato in risposta ad un pacchetto ICMPv6 Neighbor Solicitation,è un pacchetto broadcast,Permette l'autoconfigurazione dei dispositivi senza l'utilizzo del protocollo DHCP,Viene inviato periodicamente da un router a tutti gli altri router della rete internet,C,"Il messaggio Router Advertisement (RA), inviato periodicamente dai router, contiene il prefisso di rete. Gli host usano questa informazione per generare autonomamente il proprio indirizzo IPv6 globale (SLAAC), rendendo opzionale il DHCP."
118. Nella soluzione DS-Lite per la transizione IPV4-IPV6 (1958),non è prevista la funzionalità di NAT,La funzionalità di NAT è realizzata sul CPE dell'utente,La funzionalità di NAT è realizzata sia sul CPE che sui dispositivi dell'ISP,La funzionalità del NAT è realizzata per tutti gli utenti su opportuni dispositivi dell'ISP,D,Dual-Stack Lite sposta il NAT IPv4 dalla casa dell'utente (CPE) alla rete dell'operatore (AFTR). Il CPE incapsula il traffico IPv4 privato in IPv6 e lo invia al NAT centralizzato dell'ISP.
119. Il protocollo IPv6 prevede che l'intestazione dei pacchetti IP: (1903),Sia sempre autenticata tramite oppurtuni algoritmi di cifratura per aumentare la sicurezza delle transmissioni,Sia di dimensioni inferiori rispetto a quella dei pacchetti IPv4 in modo da aumentare l'efficienza nell'uso della banda trasmissiva riducendo l'overhead protocollare,Sia costituita solo da campi di lunghezza fissa che portano informazioni necessarie in ogni pacchetto,"Comprenda alcuni campi, prima disponibili solamente come opzioni di IPv4",C,L'header IPv6 è stato semplificato per avere una lunghezza fissa (40 byte). Le opzioni e i campi variabili sono stati rimossi dall'header base e spostati negli 'Extension Headers' opzionali.
121. A network interface with both an IPv4 and an IPv6 address can receive: (2589),Both IPv4 and IPv6 packets,"Only IPv4 packets encapsulated in IPv6, according to the approach called ""tunneling""","Only IPv6 packets, since in such kind of configuration the operating system considers IPv4 as obsolete","Only IPv6 packets encapsulated in IPv4, according to the approach called ""tunneling""",A,La configurazione 'Dual Stack' permette a un'interfaccia di avere attivi contemporaneamente entrambi i protocolli e di processare nativamente sia pacchetti IPv4 che pacchetti IPv6.
122. La principale limitazione del protocollo di routing RIP rispetto all'IGRP è che: (1931),Essendo il RIP proprietario non è disponibile su tutti i router,"La metrica del RIP è meno indicativa, rispetto a quella dell'IGRP, del reale grado di preferibilità di un percorso di rete rispetto ad altri","Non permette, a differenza dell'IGRP, il routing gerarchico","è un protocollo di tipo Distance Vector, quindi meno scalabile dell'IGRP (Link State)",B,"RIP usa solo l'Hop Count (numero di salti) come metrica, il che può portare a scegliere percorsi lenti (es. 1 salto su link 56k) invece di veloci (es. 2 salti su link Gigabit). IGRP usa una metrica composta (banda, ritardo) più accurata."
"123. La modalità di funzionamento ""Tunnel mode"" di IPsec prevede che venga criptato (1961)",Esclusivamente l'intestazione TCP/UDP e il payload,Solo il payload del pacchetto interno,"L'intestazione IP, l'intestazione TCP/UDP e il payload del pacchetto interno","Tutto il pacchetto esterno, inclusa l'intestazione IP",C,"In Tunnel Mode, IPsec protegge l'intero pacchetto IP originale (incluso il suo header IP, header di trasporto e payload), incapsulandolo in un nuovo pacchetto IPsec."
124. La redistribuzione: (1924),è quel processo che va abilitato sul router per far sì che riesca a smistare i pacchetti verso l'opportuna destinazione,è utilizzata per lo scambio di informazioni tra un router interno (interior gateway) ed un router esterno (exterior gateway) che usa il protocollo BGP,"Viene utilizzata soprattutto dai domini di routing periferici, che si collegano ad un solo Internet service provider per l'accesso ad Internet",è utilizzata per permettere il passaggio delle informazioni di routing da un dominio di routing A ad un dominio di routing B,D,"La redistribuzione (route redistribution) serve per importare le rotte imparate da una sorgente di routing (es. RIP, statica) all'interno di un altro protocollo di routing (es. OSPF), permettendo la comunicazione tra domini diversi."
125. Quale tra questi elementi rappresenta un notevole svantaggio nella tecnica del routing centralizzato? (1915),Scarse prestazioni nel caso in cui il traffico trasportato sia di tipo voce,Difficoltà nel determinare l'effettiva topologia di rete in caso di guasti,Traffico dati particolarmente intenso nell'intorno del nodo centrale,Criticità del nodo centrale dal punto di vista della robustezza e della scalabilità,D,"In un sistema centralizzato, un singolo nodo calcola tutte le rotte. Se questo nodo fallisce (Single Point of Failure) o si sovraccarica, l'intera rete si ferma."
"126. In Diffserv, una ""Classe di Servizio"" identifica: (1978)",Un set di pacchetti che appartengono alla stessa sessione VoIP,"Un set di pacchetti che ricevono lo stesso trattamento da parte del router (ad esempio, tutto il traffico VoIP)","Una modalità operativa dei router di bordo, che devono classificare e marcare i pacchetti in arrivo",Nessuna delle precedenti,B,Una Classe di Servizio (o Behavior Aggregate) raggruppa tutti i pacchetti (anche di flussi diversi) che hanno lo stesso valore DSCP e che quindi devono ricevere lo stesso trattamento di inoltro (es. stessa priorità) dai router.
127. LTE uses which channel access? (2151),fdma,cdma,ofdma,tdma,C,"LTE (Long Term Evolution) utilizza OFDMA (Orthogonal Frequency Division Multiple Access) per il downlink, una tecnica che divide il canale in molte sottoportanti ortogonali per combattere l'interferenza e il fading."
